,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch,Agent,EntityType,PrincipalID,PrincipalName
0,DEXTER MULTIFAMILY LLC,"DEXTER MULTIFAMILY, LLC",603 510 206,649821,"1415 DEXTER AVE N, SEATTLE, WA, 98109-3534, UNITED STATES",False,False,False,,"NATIONAL REGISTERED AGENTS, INC.",Entity,45147,"SHEA PROPERTIES MANAGEMENT COMPANY, INC"
1,100 ALOHA LP,100 ALOHA LP,604 516 557,1311668,"6228 BALACLAVA STREET, VANCOUVER, BC, V6N 1L6, CANADA",False,False,False,,CARSON & NOEL PLLC,Entity,2984137,MADISON PARK HOLDINGS I LTD.
2,100 ALOHA LP,100 ALOHA LP,604 516 557,1311668,"6228 BALACLAVA STREET, VANCOUVER, BC, V6N 1L6, CANADA",False,False,False,,CARSON & NOEL PLLC,Entity,2984139,MADISON PARK HOLDINGS I LTD
3,100 ALOHA LP,1000 EAST ALOHA LIMITED LIABILITY COMPANY,601 840 121,970,"200 1ST AVE W STE 520, SEATTLE, WA, 98119-4219, UNITED STATES",False,False,False,,,Individual,2283267,JULIE LARSEN
4,100 ALOHA LP,1000 EAST ALOHA LIMITED LIABILITY COMPANY,601 840 121,970,"200 1ST AVE W STE 520, SEATTLE, WA, 98119-4219, UNITED STATES",False,False,False,,,Individual,2283268,PETER LARSEN
5,DEXTER HOUSE ASSOCIATES L L C,DEXTER HOUSE ASSOCIATES L.L.C.,601 992 610,653452,"2004 DEXTER AVE N APT 407, SEATTLE, WA, 98109-2723, UNITED STATES",False,False,False,,,Individual,2272239,AGGIE WEEGEK LIM
6,TOWNVUE HEIGHTS LLC,TOWNVUE HEIGHTS LLC,603 262 453,1032814,"801 2ND AVE STE 700, SEATTLE, WA, 98104-1573, UNITED STATES",False,False,False,,"TRUSTEE AND CORPORATE SERVICES, INC.",Entity,3691333,MILESTONE MANAGERS LLC
7,CROSSPOINTE INVESTMENTS LLC,"CROSSPOINTE INVESTMENTS, L.L.C.",602 360 737,126796,"10831 SE LAKE RD, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,,LUND CHIN,Individual,378241,LUND CHIN
8,CROSSPOINTE INVESTMENTS LLC,"CROSSPOINTE INVESTMENTS, L.L.C.",602 360 737,126796,"10831 SE LAKE RD, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,,LUND CHIN,Individual,2359942,EVA CHAN
9,CROSSPOINTE INVESTMENTS LLC,"CROSSPOINTE INVESTMENTS, L.L.C.",602 360 737,126796,"10831 SE LAKE RD, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,,LUND CHIN,Individual,2359943,LUND CHIN
10,CROSSPOINTE INVESTMENTS LLC,"CROSSPOINTE INVESTMENTS, L.L.C.",602 360 737,126796,"10831 SE LAKE RD, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,,LUND CHIN,Individual,2359944,BRENT CHIN
11,CROSSPOINTE INVESTMENTS LLC,"CROSSPOINTE INVESTMENTS, L.L.C.",602 360 737,126796,"10831 SE LAKE RD, BELLEVUE, WA, 98004, UNITED STATES",False,False,False,,LUND CHIN,Individual,2359945,GREGORY CHIN
12,GILBERT SEATTLE GROUP LLC,"GILBERT SEATTLE GROUP, LLC",604 922 567,1565768,"113 CHERRY ST # 83202, SEATTLE, WA, 98104-2205, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,3870326,MONICA IMANA
13,GILBERT SEATTLE GROUP LLC,"GILBERT SEATTLE GROUP, LLC",604 922 567,1565768,"113 CHERRY ST # 83202, SEATTLE, WA, 98104-2205, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Entity,3906457,"VPD-EX, LLC"
14,VALI-HAI LIMITED PARTNERSHIP,VALI-HAI LIMITED PARTNERSHIP,601 602 898,514961,"800 1ST AVE N APT 2, SEATTLE, WA, 98109-3601, UNITED STATES",False,False,False,,,Entity,3102700,JYJ VALI-HAI GP LLC
15,VALI-HAI LIMITED PARTNERSHIP,VALI-HAI LIMITED PARTNERSHIP,601 602 898,514961,"800 1ST AVE N APT 2, SEATTLE, WA, 98109-3601, UNITED STATES",False,False,False,,,Entity,3102701,EYJ VALI-HAI GP LLC
