,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch,Agent,EntityType,PrincipalID,PrincipalName
0,9620 STONE AVENUE NORTH LLC,"9620 STONE AVENUE NORTH, LLC",601 973 182,215646,"9620 STONE AVE N, SUITE 201, SEATTLE, WA, 98103-3378, UNITED STATES",False,False,False,,MARVIN D NELSON,Individual,44588,MARVIN NELSON
1,9620 STONE AVENUE NORTH LLC,"9620 STONE AVENUE NORTH, LLC",601 973 182,215646,"9620 STONE AVE N, SUITE 201, SEATTLE, WA, 98103-3378, UNITED STATES",False,False,False,,MARVIN D NELSON,Individual,1752812,KEVIN NELSON
2,9620 STONE AVENUE NORTH LLC,"9620 STONE AVENUE NORTH, LLC",601 973 182,215646,"9620 STONE AVE N, SUITE 201, SEATTLE, WA, 98103-3378, UNITED STATES",False,False,False,,MARVIN D NELSON,Individual,1776739,TIMOTHY NELSON
3,DUBLINER BUILDING LLC,DUBLINER BUILDING LLC,602 987 614,665653,"720 SENECA ST STE B, SEATTLE, WA, 98101-3265, UNITED STATES",False,False,False,,GIBRALTAR LLC,Individual,591952,GERRY PIGOTTI
4,DUBLINER BUILDING LLC,DUBLINER BUILDING LLC,602 987 614,665653,"720 SENECA ST STE B, SEATTLE, WA, 98101-3265, UNITED STATES",False,False,False,,GIBRALTAR LLC,Individual,2745654,JOHN SLONECKER
5,FREMONT BUILDING LLC,FREMONT BUILDING LLC,603 443 810,219178,"619 N 35TH ST STE 201M, SEATTLE, WA, 98103-8687, UNITED STATES",False,False,False,,,Individual,1510961,MICHAEL PECK
6,GREENWOOD 85TH STREET LLC,GREENWOOD 85TH STREET LLC,603 249 384,239879,"8623 PALATINE AVE N, SEATTLE, WA, 98103-3690, UNITED STATES",False,False,False,,"BS&G, INC.",Entity,828006,"GREENWOOD SHOPPING CENTER, INC."
7,SWL LLC,(SWL) SEATTLE WOMEN IN LEATHER,603 338 611,596176,"12345 LAKE CITY WAY NE, # 179, SEATTLE, WA, 98125, UNITED STATES",False,False,False,,MARY SNYDER,Individual,1201547,JOBI NORMAN
8,SWL LLC,(SWL) SEATTLE WOMEN IN LEATHER,603 338 611,596176,"12345 LAKE CITY WAY NE, # 179, SEATTLE, WA, 98125, UNITED STATES",False,False,False,,MARY SNYDER,Individual,1644370,MARY SNYDER
9,SWL LLC,(SWL) SEATTLE WOMEN IN LEATHER,603 338 611,596176,"12345 LAKE CITY WAY NE, # 179, SEATTLE, WA, 98125, UNITED STATES",False,False,False,,MARY SNYDER,Individual,1862700,MIRANDA ALVIS
10,SWL LLC,100TH ST SW LAKEWOOD PROPERTY LLC,604 454 094,1281734,"4046 100TH ST SW, LAKEWOOD, WA, 98499-4310, UNITED STATES",False,False,False,,,Entity,2869927,LAKEWOOD LIVE EDGE
11,SWL LLC,100TH ST SW LAKEWOOD PROPERTY LLC,604 454 094,1281734,"4046 100TH ST SW, LAKEWOOD, WA, 98499-4310, UNITED STATES",False,False,False,,,Individual,3039606,SELENA GLASTETTER
12,SWL LLC,100TH ST SW LAKEWOOD PROPERTY LLC,604 454 094,1281734,"4046 100TH ST SW, LAKEWOOD, WA, 98499-4310, UNITED STATES",False,False,False,,,Individual,3039607,REGINA GLASTETTER
13,SWL LLC,100TH ST SW LAKEWOOD PROPERTY LLC,604 454 094,1281734,"4046 100TH ST SW, LAKEWOOD, WA, 98499-4310, UNITED STATES",False,False,False,,,Individual,3039608,MICAH GLASTETTER
14,SWL LLC,100TH ST SW LAKEWOOD PROPERTY LLC,604 454 094,1281734,"4046 100TH ST SW, LAKEWOOD, WA, 98499-4310, UNITED STATES",False,False,False,,,Individual,3039609,DAMON GLASTETTER
15,SWL LLC,"107-109 LAKE LOUISE DR SW LAKEWOOD, LLC",604 822 149,1501137,"3225 MCLEOD DR STE 100, LAS VEGAS, NV, 89121-2257, UNITED STATES",True,False,False,,"ANDERSON LAW GROUP, PLLC",Individual,3659002,SKYE LOVELACE
