,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch,Agent,EntityType,PrincipalID,PrincipalName
0,PEDERSEN ESTATES INC,"PEDERSEN ESTATES, INC.",602 854 242,238276,"4500 4TH AVE S, SEATTLE, WA, 98134-2313, UNITED STATES",False,False,False,,LPSL CORPORATE SERVICES INC,Individual,175270,WILLIAM H. PEDERSEN
1,PEDERSEN ESTATES INC,"PEDERSEN ESTATES, INC.",602 854 242,238276,"4500 4TH AVE S, SEATTLE, WA, 98134-2313, UNITED STATES",False,False,False,,LPSL CORPORATE SERVICES INC,Individual,1560215,KIMBERLEY MARKEY
2,PEDERSEN ESTATES INC,"PEDERSEN ESTATES, INC.",602 854 242,238276,"4500 4TH AVE S, SEATTLE, WA, 98134-2313, UNITED STATES",False,False,False,,LPSL CORPORATE SERVICES INC,Individual,2156186,RHONDA PEDERSEN
3,PEDERSEN ESTATES INC,"PEDERSEN ESTATES, INC.",602 854 242,238276,"4500 4TH AVE S, SEATTLE, WA, 98134-2313, UNITED STATES",False,False,False,,LPSL CORPORATE SERVICES INC,Individual,2166217,ALBINA PEDERSEN
4,PEDERSEN ESTATES INC,PEDERSEN REAL ESTATE INC,604 216 840,1179210,"6323 76TH DR SE, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,,,Individual,2404412,WENDY PEDERSEN
5,PEDERSEN ESTATES INC,PEDERSEN REAL ESTATE INC,604 216 840,1179210,"6323 76TH DR SE, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,,,Individual,2404413,WENDY PEDERSEN
6,PEDERSEN ESTATES INC,PEDERSEN REAL ESTATE LLC,604 055 225,238278,"6323 76TH DR SE, SNOHOMISH, WA, 98290-6035, UNITED STATES",False,False,False,,,Individual,336482,WENDY PEDERSEN
7,4400 BUILDING LLC,4400 BUILDING LLC,602 650 172,75409,"5603 11TH AVE NE, SEATTLE, WA, 98105, UNITED STATES",False,False,False,,JOHN BREDVIK,Individual,809787,JOHN BREDVIK
8,4400 BUILDING LLC,"THE VANCOUVER 4400 BUILDING, LLC",602 951 267,1024587,"4400 NE 77TH AVE STE 101, VANCOUVER, WA, 98662-6829, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,352090,LARRY BAIR
9,MERLINO HOLDINGS II L L C,"MERLINO HOLDINGS II, LLC",602 563 360,864137,"5050 1ST AVE S STE 102, SEATTLE, WA, 98134, UNITED STATES",False,False,False,,GARY M MERLINO,Individual,641068,GARY M MERLINO
10,MERLINO HOLDINGS II L L C,"MERLINO HOLDINGS II, LLC",602 563 360,864137,"5050 1ST AVE S STE 102, SEATTLE, WA, 98134, UNITED STATES",False,False,False,,GARY M MERLINO,Individual,2260825,DON MERLINO
11,MERLINO HOLDINGS II L L C,"MERLINO HOLDINGS II, LLC",602 563 360,864137,"5050 1ST AVE S STE 102, SEATTLE, WA, 98134, UNITED STATES",False,False,False,,GARY M MERLINO,Individual,2260826,GARY MERLINO
12,MERLINO HOLDINGS II L L C,"MERLINO HOLDINGS II, LLC",602 563 360,864137,"5050 1ST AVE S STE 102, SEATTLE, WA, 98134, UNITED STATES",False,False,False,,GARY M MERLINO,Individual,2260827, LIBERTY RIDGE LLC
13,MERLINO HOLDINGS II L L C,"MERLINO HOLDINGS II, LLC",602 563 360,864137,"5050 1ST AVE S STE 102, SEATTLE, WA, 98134, UNITED STATES",False,False,False,,GARY M MERLINO,Entity,3675452,MERLINO ASSET MANAGEMENT LLC
14,DAKOTA ASSOCIATES LLC,"DAKOTA ASSOCIATES, LLC",604 374 528,1245913,"2030 DEXTER AVE N UNIT 400, SEATTLE, WA, 98109-2754, UNITED STATES",False,False,False,,,Individual,2732302,WILLIAM HSU
