,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch,Agent,EntityType,PrincipalID,PrincipalName
0,1515 DEXTER LLC,1515 DEXTER LLC,604 195 132,1166523,"1924 1ST AVE STE 300, C/O BURRARD PROPERTIES INC., SEATTLE, WA, 98101-4802, UNITED STATES",False,False,False,,"SW&W REGISTERED AGENTS, INC.",Individual,2288663,DAVE HAILEY
1,1515 DEXTER LLC,1515 DEXTER LLC,604 195 132,1166523,"1924 1ST AVE STE 300, C/O BURRARD PROPERTIES INC., SEATTLE, WA, 98101-4802, UNITED STATES",False,False,False,,"SW&W REGISTERED AGENTS, INC.",Entity,2693291,BURRARD DEVELOPMENT LLC
2,CCP QUEEN ANNE 0462 LLC,CCP QUEEN ANNE 0462 LLC,603 526 484,623927,"C/O SABRA HEALTH CARE REIT, INC., 18500 VON KARMAN AVENUE, SUITE 550, IRVINE, CA, 92612, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Entity,2573875,SABRA HEALTH CARE LIMITED PARTNERSHIP
3,ALPHA Z SEATTLE OFFICE 1 LLC,"ALPHA Z SEATTLE OFFICE 1, LLC",604 674 998,1411313,"FOUR WORLD TRADE CENTER / 150 GREENWICH STREET, NEW YORK, NY, 10007, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Entity,3357445,"ALPHA Z USRE REIT, LLC"
4,MIRABELLA,MIRABELLA,602 460 428,835656,"116 FAIRVIEW AVE N, SEATTLE, WA, 98109-5360, UNITED STATES",True,False,False,,C T CORPORATION SYSTEM,Individual,2539073,LEE BURNSIDE
5,MIRABELLA,MIRABELLA,602 460 428,835656,"116 FAIRVIEW AVE N, SEATTLE, WA, 98109-5360, UNITED STATES",True,False,False,,C T CORPORATION SYSTEM,Individual,2539074,TIFF WOOD
6,MIRABELLA,MIRABELLA,602 460 428,835656,"116 FAIRVIEW AVE N, SEATTLE, WA, 98109-5360, UNITED STATES",True,False,False,,C T CORPORATION SYSTEM,Individual,2788536,OLEG ZASLAVSKY
7,MIRABELLA,MIRABELLA,602 460 428,835656,"116 FAIRVIEW AVE N, SEATTLE, WA, 98109-5360, UNITED STATES",True,False,False,,C T CORPORATION SYSTEM,Individual,3371344,RUTH BENFIELD
8,MIRABELLA,COBA MIRABELLA LLC,604 656 461,1387313,"16516 119TH AVENUE CT E, PUYALLUP, WA, 98374-9517, UNITED STATES",True,False,False,,,Individual,3272496,ERIC ENGELLAND
9,MIRABELLA,COBA MIRABELLA LLC,604 656 461,1387313,"16516 119TH AVENUE CT E, PUYALLUP, WA, 98374-9517, UNITED STATES",True,False,False,,,Individual,3272497,GREG PELLAND
10,MIRABELLA,MIRABELLA COURT CONDOMINIUMS OWNERS ASSOCIATION,602 783 489,843574,"3516 S 47TH ST STE 205, TACOMA, WA, 98409-4475, UNITED STATES",False,False,False,,GREAT WEST PROPERTY MANAGEMENT,Individual,4051484,GLENN NAKAMURA
11,MIRABELLA,"MIRABELLA ENTERPRISES, LLC",602 971 675,323803,"26414 68TH AVE S, KENT, WA, 98032, UNITED STATES",False,False,False,,JULIE A CHRISTENSON,Individual,977164,RITA LOPRIORE
12,MIRABELLA,"MIRABELLA ENTERPRISES, LLC",602 971 675,323803,"26414 68TH AVE S, KENT, WA, 98032, UNITED STATES",False,False,False,,JULIE A CHRISTENSON,Individual,2010216,RICHARD LOPRIORE
13,MIRABELLA,"MIRABELLA HEALING ARTS, LLC",604 657 103,1384539,"14104 194TH AVE NE, WOODINVILLE, WA, 98077-7844, UNITED STATES",False,False,False,,,Individual,3262477,MARK BOTTEMILLER
14,MIRABELLA,"MIRABELLA HEALING ARTS, LLC",604 657 103,1384539,"14104 194TH AVE NE, WOODINVILLE, WA, 98077-7844, UNITED STATES",False,False,False,,,Individual,3262478,KRISTEN DEVOTO
15,MIRABELLA,"MIRABELLA HEALING ARTS, LLC",604 657 103,1384539,"14104 194TH AVE NE, WOODINVILLE, WA, 98077-7844, UNITED STATES",False,False,False,,,Individual,3262479,MARK BOTTEMILLER
16,MIRABELLA,"MIRABELLA HEALING ARTS, LLC",604 657 103,1384539,"14104 194TH AVE NE, WOODINVILLE, WA, 98077-7844, UNITED STATES",False,False,False,,,Individual,3262480,KRISTEN DEVOTO
17,MIRABELLA,MIRABELLA HOA,604 861 212,1524378,"16516 119TH AVENUE CT E, PUYALLUP, WA, 98374-9517, UNITED STATES",True,False,False,,,Individual,3738356,GREG PELLAND
18,MIRABELLA,MIRABELLA HOA,604 861 212,1524378,"16516 119TH AVENUE CT E, PUYALLUP, WA, 98374-9517, UNITED STATES",True,False,False,,,Individual,3738357,GREG PELLAND
19,MIRABELLA,MIRABELLA HOA,604 861 212,1524378,"16516 119TH AVENUE CT E, PUYALLUP, WA, 98374-9517, UNITED STATES",True,False,False,,,Individual,3922032,GREG PELLAND
